scholarshipID,scholarshipDetailURL,Award Name,Organization,Purposes,Level Of Study,Award Type,Award Amount,Deadline
9991501,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991501,RS&H Scholarship,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree  Graduate Degree,Scholarship,"$1,000",February
9991503,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991503,Raytheon Technologies SWE Scholarship,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree,Scholarship,"$5,000",February
9991504,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991504,Margaret (Pritch) Pritchard Memorial Scholarship,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree,Scholarship,"$1,250",
9991497,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991497,Anne Shen Smith Endowed Scholarship,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree,Scholarship,"$1,250",February
9991514,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991514,Mary V. Munger Memorial Scholarship,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree,Scholarship,"$6,750",February
9991519,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991519,Meritage Homes Scholarship Fund,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree,Scholarship,"$2,500",February
9991527,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991527,Liebherr Mining – Freshman Scholarship,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree,Scholarship,"$1,250",March
9991522,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991522,MASWE Scholarship,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree,Scholarship,"$6,750",February
9991537,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991537,Admiral Grace Murray Hopper Scholarship,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree,Scholarship,"$5,100",March
9991541,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991541,Mary Gunther Memorial Upperclass Scholarship,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree,Scholarship,"$7,000",February
9991523,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991523,Katherine F. Lindquist Memorial Scholarship,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree,Scholarship,"$1,250",March
9991538,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991538,Honeywell Scholarship,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree,Scholarship,"$5,000",February
9991516,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991516,Dorothy P. Morris Scholarship,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree,Scholarship,"$1,500",February
9991532,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991532,Invenergy Women’s Network Scholarship,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree,Scholarship,"$3,500",February
9991539,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991539,Ellen Hippeli Memorial Scholarship,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree,Scholarship,"$1,250",March
9991540,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991540,B.J. Harrod Memorial Scholarship,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree,Scholarship,"$3,000",March
9991560,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991560,Cummins First Generation Women of Color,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree  Graduate Degree,Scholarship,"$2,500",
9991545,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991545,Golden West Region Legacy Scholarship,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree,Scholarship,"$1,250",February
9991553,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991553,Ford Motor Company Scholarship (Sophomore),Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree,Scholarship,"$2,250",February
9991562,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991562,Virginia Counts – Betty Irish SWE for Life Endowed Scholarship,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree  Graduate Degree,Scholarship,"$1,500",February
